"id","item_number","description","cost","mode","type","active"
"1682","425-163","GEMINI; VALVE","606.72","CONSUMABLE","inventoryitem",True
"1683","425-163-KIT","USE PN K-425-163 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1684","425-163-R","GEMINI; SUCTION VALVE; REMAN ",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1685","K-425-163","GEMINI; SUCTION VALVE KIT ","48","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1686","425-163KIT","USE PN K-425-163 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1687","425-164","GEMINI; DISCHARGE VAVLE; 3""","142","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1688","K-425-164","GEMINI; DISCHARGE VAVLE KIT ","30.5","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1689","425-164-R","GEMINI; DISCHARGE VALVE; REMAN","142","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"169","1-01-50470-R","VLV REAPIR 127CGT C-P SUCTION",NULL,"CONSUMABLE","inventoryitem",True
"1690","425-164KIT","USE PN K-425-164 ( DO NOT USE )",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"1691","425-165","GEMINI: SUCTION VALVE,2 1/4""","245.35","CONSUMABLE","inventoryitem",True
"1692","K-425-165","GEMINI: SUCTION VALVE KIT,2 1/4""","50.52","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1693","425-165-R","GEMINI; SUCTION VALVE; 2 1/4""; REMAN","151.78","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1694","425-165R","USE PN 425-165-R ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1695","425-166","GEMINI; DISCHARGE VALVE; 2.5-3""","152.78","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1696","425-166-R","GEMINI; DISCHARGE VALVE; REMAN","152.78","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1697","K-425-166","GEMINI: VALVE KIT ","40.9","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1698","425-170","LINER CROSSHEAD M302 GEMINI","514.33","FRAME PROGRAM","inventoryitem",True
"1699","425-175","HEAD COMPRESSOR 2.5"""""""" HEAD E","268.13","CONSUMABLE","inventoryitem",True
"17","BN08-08MP","1/2"""" MNPT REUSABLE HOSE FITTI",NULL,"CONSUMABLE","inventoryitem",True
"170","1-01-50471","GEMINI: DISCHARGE VALVE, 10.0-10.5, A354","500","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1700","425-176","HEAD CYL 3"""""""" DA M H SERIES H","238.6","CONSUMABLE","inventoryitem",True
"1701","425-179","CHAIR VALVE 2.5""""""""-3"""""""" DA G","162.11","CONSUMABLE","inventoryitem",True
"1702","425-181","CHAIR VALVE 5-5.5"""" M/H SERIES","195.36","CONSUMABLE","inventoryitem",True
"1703","425-182","DISTANCE PIECE M302 GEMINI","1785.81","FRAME PROGRAM","inventoryitem",True
"1704","425-206","PISTON 2 5"""""""" M302 GEMINI","171.79","CONSUMABLE","inventoryitem",True
"1705","425-210","COUNTERWIEGHT M302 GEMINI","68.82","CONSUMABLE","inventoryitem",True
"1706","425-211","ROD PISTON 2.5""""-3"""" DA 23.44""","112.23","CONSUMABLE","inventoryitem",True
"1707","425-212","FITTING DIST PC DRAIN LINE M30","6.09","CONSUMABLE","inventoryitem",True
"1708","425-213","GASKET BLOCK TO DISTANCE PIECE","8.15","CONSUMABLE","inventoryitem",True
"1709","425-214","O-RING  DIST PIECE  GEMINI M F","4.29","CONSUMABLE","inventoryitem",True
"171","1-01-55141","CP; SUCTION VALVE KIT, 148CHT,","147.33","CONSUMABLE","inventoryitem",True
"1710","425-216","PISTON END 4"""""""" M302 GEMINI","285.73","CONSUMABLE","inventoryitem",True
"1711","425-217","PISTON CENTER 4"""""""" M302 GEMIN","109.38","CONSUMABLE","inventoryitem",True
"1712","425-219","ROD PISTON 4""""""""-5"""""""" DA GEMI","193.5","CONSUMABLE","inventoryitem",True
"1713","425-220","TUBE PISTON ROD MPD 18.658""""","297.42","CONSUMABLE","inventoryitem",True
"1714","425-235","PLUG PISTON """"A""""CLEARANCE 2.5","96.82","CONSUMABLE","inventoryitem",True
"1715","425-236","PLUG PISTON """"B""""CLEARANCE 2.5","104.01","CONSUMABLE","inventoryitem",True
"1716","425-238","2"""" PISTON MPC","3515.36","FRAME PROGRAM","inventoryitem",True
"1717","425-239","PLUG PISTON """"A""""CLEARANCE 2""""","78.81","CONSUMABLE","inventoryitem",True
"1718","425-4116","PISTON/ROD ASSY, 7.5"" GEMINI H",NULL,"FRAME PROGRAM","inventoryitem",True
"1719","425-8249","GEMINI; DISCHARGE VALVE; 2.5""-3""","395.99","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"172","1-01-55141-R","VALVE, SUCTION REMAN",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1720","425-8249-KIT","USE PN K-425-8249 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1721","425-8249-R","GEMINI; DISCHARGE VALVE; 2.5-3""; REMAN","84.65","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1722","K-425-8249","GEMINI; VALVE KIT","55.65","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1723","425-8280","GEMINI: DISCHARGE VALVE: 3.5""-4"" DA/ST, COIL","1032.01","CONSUMABLE","inventoryitem",True
"1724","425-8280-KIT","USE PN K-425-8280 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1725","425-8280-R","GEMINI; DISCHARGE VALVE; REMAN",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1726","K-425-8280","GEMINI; DISCHARGE VALVE KIT ","64.47","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1727","425-8297","3 3/4"""" DISC. VALVE","468.84","CONSUMABLE","inventoryitem",True
"1728","425-8297-KIT","USE PN K-425-8297 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1729","425-8297-R","VALVE REBUILT DISCHARGE GEMINI",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"173","1-01-55142","GEMINI; CP DISCHARGE VALVE KIT, 1ST STG, 13-1/2","64.58","CONSUMABLE","inventoryitem",True
"1730","K-425-8297","GEMINI; DISCHARGE VALVE KIT ","80.34","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1731","425-8297MTKIT","USE PN K-425-8297 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1732","425-8310","GE VLV 2ND STG/VLV KIT DISCH",NULL,"CONSUMABLE","inventoryitem",True
"1733","425-8310KIT`","USE 425-8310-KIT",NULL,"CONSUMABLE","inventoryitem",True
"1734","425-8335","GEMINI DISCH. KIT",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1735","425-8338","GEMINI; DISCHARGE VALVE, 4-3/8"", 105CRO","1337.79","CONSUMABLE","inventoryitem",True
"1736","425-8338-KT","USE PN K-425-8338 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1737","425-8338-R","GEMINI; DISCHARGE VALVE; REMAN",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1738","K-425-8338","GEMINI; VLV RPR KIT","64.92","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1739","426F17","PROTO TORQUE WRENCH GRAINGER 3",NULL,"TOOLS","inventoryitem",True
"174","1-01-55142-R","VALVE, DIS REMAN CIP",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1740","427-1425","O-RING","8.36","CONSUMABLE","inventoryitem",True
"1741","427-1554","GEMINI; PACKING SET H302 M302","115.89","CONSUMABLE","inventoryitem",True
"1742","427-1600","GEMINI: SUCTION VALVE, 3RD STG,2.5""-3""RS,MT","561.43","CONSUMABLE","inventoryitem",True
"1743","427-1600-N","USE PN 427-1600 ( DO NOT USE )",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"1744","427-1600-R","VALVE, SUC REMAN GEMINI",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1745","427-1643","REPAIR KIT  GEMINI","246.85","CONSUMABLE","inventoryitem",True
"1746","427-1643-R","SUCTION VALVE  GEMINI  REBUILT","102.81","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1748","K-427-1643","GEMINI; SUCTION VALVE REPAIR KIT, 2.5""-3"",52RX,MT","80.13","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"175","1-01-60269","CP; SUCTION VALVE KIT, 179CKT,","176.16","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1750","427-1693","GEMINI; DISCHARGE VALVE; 3RD STAGE, 2.5""-3"",52CRO,MT","394.75","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1752","427-1693-R","GEMINI; DISCHARGE VALVE; REMAN","78.68","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1753","427-1693K","USE PN K-427-1693 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1754","427-1693KIT","USE PN K-427-1693 ( DO NOT USE )",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"1755","427-1700","GEMINI: VALVE","250","CONSUMABLE","inventoryitem",True
"1756","427-1718","VALVE",NULL,"CONSUMABLE","inventoryitem",True
"1757","K-427-1718","GEMINI; VALVE KIT 88RX",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1758","427-1718-R","3.223X3.086 GEMINI SUCTION VAL",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1759","427-1750","GEMINI D VALVE",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"176","1-01-60269-R","VLV REPAIR 179CKT C-P SUCTION.",NULL,"CONSUMABLE","inventoryitem",True
"1760","K-427-1750","GEMINI: DISCHARGE VALVE KIT, 70CRO","80","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1761","427-1774","GE VLV 2ND STG/VLV KIT","369.12","CONSUMABLE","inventoryitem",True
"1762","427-1774-KIT","USE PN K-427-1774 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1763","427-1774-R","GEMINI; SUCTION VALVE, 88RX (REMAN)","119.35","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1764","427-1774K","USE PN K-427-1774 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1765","427-1774KIT","USE PN K-427-1774 ( DO NOT USE )",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"1766","427-1782","GE VLV 2ND STG SVA/VLV KIT",NULL,"CONSUMABLE","inventoryitem",True
"1767","427-1782-R","VLV REAPIR 88R1 GEMINI SUCTION",NULL,"CONSUMABLE","inventoryitem",True
"1768","427-1790","VALVE ASSY",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1769","427-1807","GEMINI; DISCHARGE VALVE; 3 3/4""","85.23","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"177","1-01-60270","CP; DISCHARGE VALVE KIT, 179CK","650.7","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1770","427-1807-R","GEMINI; DISCHARGE VALVE, 3-3/4 (REMAN)","102.54","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1771","427-1807K","USE PN K-427-1807 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1772","K-427-1807","GEMINI; DISCHARGE VALVE  KIT; 3 3/4""","52.27","CONSUMABLE","inventoryitem",True
"1773","427-1813","GEMINI: DISCHARGE VALVE, 4.5""-5.5"",88CROMT","456.58","CONSUMABLE","inventoryitem",True
"1774","427-1813K","USE PN K-427-1813 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1775","K-427-1813","GEMINI; VALVE KIT ","53.7","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1776","427-1821","GE VLV 2ND STG DISCH/VLV KIT","226.18","CONSUMABLE","inventoryitem",True
"1777","427-1821-R","VLV REPAIR 88CRO GEMINI DICHAR","96.46","CONSUMABLE","inventoryitem",True
"1778","427-1830","GEMINI: SUCTION VALVE","165","CONSUMABLE","inventoryitem",True
"1779","427-1830-R","GEMINI; SUCTION VALVE, 105CRO, 4-3/8"", MT 6-9""""CYL (REMAN)","165","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"178","1-026112","GE E504 TOP COVER GASKET",NULL,"CONSUMABLE","inventoryitem",True
"1780","K-427-1830","GEMINI; SUCTION VALVE KIT, 6-9"", 105CRO","57.5","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1781","427-1849","GE VLV NEW/VALVE REPAIR KIT S","287.03","CONSUMABLE","inventoryitem",True
"1782","427-1849-R","VLV REPAIR 105RO GEMINI DISCHA","98.14","CONSUMABLE","inventoryitem",True
"1783","427-1863KIT","GEMINI RPR. KIT","56.05","CONSUMABLE","inventoryitem",True
"1784","427-1871","GE VLV IST STG/ VLV KIT DISCH","456.74","CONSUMABLE","inventoryitem",True
"1785","427-1871-R","GEMINI; DISCHARGE VALVE, 105CR, 4-3/8"" (REMAN)","117.15","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1786","427-1871K","USE PN K-427-1871 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1787","K-427-1871","GEMINI; DISCHARGE VALVE REPAIR KIT, 6-9"", 105CRO, MT","59.43","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1788","427-1889","GE VLV 1ST STG DVA/VLV KIT","165","CONSUMABLE","inventoryitem",True
"1789","K-427-1889","GEMINI; VALVE KIT ",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"179","1-026114","GEMINI: GASKET,XHD GUIDE DOOR,665,504","23.83","CONSUMABLE","inventoryitem",True
"1790","427-1889-R","VLV REAPIR 105CRO GEMINI DISCH",NULL,"CONSUMABLE","inventoryitem",True
"1791","427-6145","STUD ROLLED THREAD",NULL,"CONSUMABLE","inventoryitem",True
"1792","427-6204","4-3/8 VALVE",NULL,"CONSUMABLE","inventoryitem",True
"1793","427-6204 KIT","4-3/8 DSCHRG KIT",NULL,"CONSUMABLE","inventoryitem",True
"1794","K-427-6204","GEMINI; VALVE KIT",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1795","427-8249","GE VLV 3RD STG/VLV KIT DISCH",NULL,"CONSUMABLE","inventoryitem",True
"1796","42MT12T12V","STARTER ELECTRIC",NULL,"CONSUMABLE","inventoryitem",True
"1797","42MT12V11T","USE 410-12222  STARTER F1197 R","185.27","CONSUMABLE","inventoryitem",True
"1798","42MT12V12T","USE 410-12223 STARTER  12V  CA",NULL,"ENGINE PROGRAM","inventoryitem",True
"1799","42MT24V11T","USE 410-12388 STARTER ELEC 24V","185.69","CONSUMABLE","inventoryitem",True
"18","BN16-16FJ","1"""" FJIC RESUSABLE HOSE FITTIN",NULL,"CONSUMABLE","inventoryitem",True
"180","1-026575","ROD PISTON GEMINI",NULL,"CONSUMABLE","inventoryitem",True
"1800","42MT24V12T","USE 410-12224 STARTER 42MT24V1","248.16","ENGINE PROGRAM","inventoryitem",True
"1801","4310591","MANUAL N14 ENGINE",NULL,"ENGINE PROGRAM","inventoryitem",True
"1802","437-4043","EXTENSION 3516",NULL,"CONSUMABLE","inventoryitem",True
"1803","437-4129","TRANSFORMER GP-IGNITION SPARK","442.76","ENGINE PROGRAM","inventoryitem",True
"1804","4376359","WATER PUMP 8.3 CUMMINS",NULL,"CONSUMABLE","inventoryitem",True
"1805","438-1133","GUN  LINCOLN  GREASE",NULL,"TOOLS","inventoryitem",True
"1806","438-9547","TOOL, SEAL INSTALLATION",NULL,"TOOLS","inventoryitem",True
"1807","44-955","PAINT  RAVEN BLACK  5GAL",NULL,"CONSUMABLE","inventoryitem",True
"1808","442Y80","GAUGE 2.5"", 0-5000 PSI","20.36","CONSUMABLE","inventoryitem",True
"1809","443-8081","PLATE LOCK",NULL,"CONSUMABLE","inventoryitem",True
"181","1-029181","BEARING THRUST HALF FE332-2","68.93","CONSUMABLE","inventoryitem",True
"1810","445-2005","PLATE","223.12","ENGINE PROGRAM","inventoryitem",True
"1811","447-7384","BUTTERFLY PLATE FOR THE EXHAUS",NULL,"ENGINE PROGRAM","inventoryitem",True
"1812","44WBZS","UNION BULKHEAD 1/4",NULL,"CONSUMABLE","inventoryitem",True
"1813","450-0532","O-RING",NULL,"CONSUMABLE","inventoryitem",True
"1814","451-1493","SEAL-O-RING","11.84","CONSUMABLE","inventoryitem",True
"1815","456-0683","BASE ASSY, ROCKER 3516","437.97","ENGINE PROGRAM","inventoryitem",True
"1816","456-5581","SEAL O-RING","10.32","PM PARTS","inventoryitem",True
"1817","45PHL-1000","GAUGE PANEL 0-1000 ALTRONIC","131.25","CONSUMABLE","inventoryitem",True
"1818","45PHL-200","GAUGE PANEL 0-200 ALTRONIC",NULL,"CONSUMABLE","inventoryitem",True
"1819","45PHL1500K","ALTRONIC SWITCHGAUGE",NULL,"CONSUMABLE","inventoryitem",True
"182","1-029368","GEMINI; WRIST PIN  F3332 CP",NULL,"CONSUMABLE","inventoryitem",True
"1820","45PHL500K","SWITCHGAUGE, 500#",NULL,"CONSUMABLE","inventoryitem",True
"1821","462-3883","ADAPTER ASSEMBLY FOR 3500 SERI","239.53","ENGINE PROGRAM","inventoryitem",True
"1822","462-7231","GASKET KIT",NULL,"ENGINE PROGRAM","inventoryitem",True
"1823","462-7232","3406 OIL COOLER GASKET SET",NULL,"ENGINE PROGRAM","inventoryitem",True
"1824","465-2689","SEAL  WEAR SL",NULL,"CONSUMABLE","inventoryitem",True
"1825","465-6505","FILTER HYDR","58.49","PM PARTS","inventoryitem",True
"1826","465-MM14R","1 GAL MARVEL MYSTERY",NULL,"CONSUMABLE","inventoryitem",True
"1827","4651462","WIRE AS",NULL,"CONSUMABLE","inventoryitem",True
"1828","467-2620","SEAL O-RING","19.27","PM PARTS","inventoryitem",True
"1829","47000012","AFR-9 DISPLAY PNL",NULL,"CONSUMABLE","inventoryitem",True
"183","1-029401","BOLT XHD PIN CAP .375X5.25 D",NULL,"CONSUMABLE","inventoryitem",True
"1830","47000016","FL-50 VLV CABLE","60.2","CONSUMABLE","inventoryitem",True
"1831","47000027","MURPHY; FLANGE ASSEMBLY, FL-50",NULL,"CONSUMABLE","inventoryitem",True
"1832","47050819","CABLE MAP SENSOR, 50 FT LENGTH",NULL,"CONSUMABLE","inventoryitem",True
"1833","471-1193","GASKET KIT","460.55","ENGINE PROGRAM","inventoryitem",True
"1834","47700034","FL-50 MM, FUL AUTHORITY BUTTER",NULL,"ENGINE PROGRAM","inventoryitem",True
"1835","47700075","PV450NV-07-CSA-AFR",NULL,"CONSUMABLE","inventoryitem",True
"1836","47700108","AFR-PD-R-1R CONTROL",NULL,"ENGINE PROGRAM","inventoryitem",True
"1837","479-8316","CAT; OIL COOLER GASKET SET 3406 FOR 0R-5511","98.64","CONSUMABLE","inventoryitem",True
"1838","47F500","KIT STUD/NUT/GASKET 5"""" FF 150",NULL,"CONSUMABLE","inventoryitem",True
"1839","48-2893","GAS JACK DIST.",NULL,"CONSUMABLE","inventoryitem",True
"184","1-03-25005","3"""" SUC VALVE",NULL,"CONSUMABLE","inventoryitem",True
"1840","48000018","fuse kit f/eics",NULL,"CONSUMABLE","inventoryitem",True
"1841","48000021","IGNITION HARNESS 4 CYL EICS","44.1","CONSUMABLE","inventoryitem",True
"1842","48000023","COIL WIRE ASSY EICS 3304NA","337.52","CONSUMABLE","inventoryitem",True
"1843","48000025","HARNESS WIRE IGNITION EICS 6 C","90.14","CONSUMABLE","inventoryitem",True
"1844","48000028","COIL WIRE HARNESS EI 3306","335.76","CONSUMABLE","inventoryitem",True
"1845","48000044","SPEED SENSOR KIT","121.56","CONSUMABLE","inventoryitem",True
"1846","48000045","SENSOR","155.47","CONSUMABLE","inventoryitem",True
"1847","48050012","MURPHY: KIT, FASTENER, DEPR TO MIXER","5.94","CONSUMABLE","inventoryitem",True
"1848","48700013","CONTROL ENGINE ELECTRONIC MONI","21","CONSUMABLE","inventoryitem",True
"1849","48700018","CONTROL ENGINE EMISSIONS CONTR",NULL,"MAJOR COMPONENTS","inventoryitem",True
"185","K-1-03-25005","GEMINI; SUCTION VALVE KIT ","60.86","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1850","48700019","CONTROL ENGINE EMISSIONS CONTR",NULL,"MAJOR COMPONENTS","inventoryitem",True
"1851","48700021","CONTROL ENGINE ELECTRONIC MONI","2089.3","MAJOR COMPONENTS","inventoryitem",True
"1852","48700025","MURPHY O2 SENSOR","101.28","CONSUMABLE","inventoryitem",True
"1853","48700029","DISPLAY LCD 4.3"""" ENGINE INTEG",NULL,"CONSUMABLE","inventoryitem",True
"1854","48700030","EMISSIONS KEY",NULL,"CONSUMABLE","inventoryitem",True
"1855","48700031","CONTROL ENGINE ELECTRONIC MONI","669","CONSUMABLE","inventoryitem",True
"1856","48700039","CONTROL ENGINE EMISSIONS CONTR","1953.5","MAJOR COMPONENTS","inventoryitem",True
"1857","48700043","MISC ENGINE KIT",NULL,"ENGINE PROGRAM","inventoryitem",True
"1858","489-1434","CAT: VALVE GP CAT 3500; NEEDS 2 420-8789 GASKETS","3575.26","ENGINE PROGRAM","inventoryitem",True
"1859","489-9448","HARNESS",NULL,"CONSUMABLE","inventoryitem",True
"186","1-03-25005K","USE PN K-1-03-25005 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"1860","48T-FS2","1"""" CHECK VALVE","116","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"1861","490-5617","CAT E-STOP BOX AS","712.81","CONSUMABLE","inventoryitem",True
"1862","490078","ELEMENT  OIL FILTER",NULL,"ENGINE PROGRAM","inventoryitem",True
"1863","4910175","CONTROL ROD","459.55","ENGINE PROGRAM","inventoryitem",True
"1864","4.91441E+13","Please update",NULL,NULL,"inventoryitem",True
"1865","491469NMD","CYCLE INDICATOR DROPSA MECHANI","174.38","CONSUMABLE","inventoryitem",True
"1866","4915441R","G855 CYLINDER HEAD",NULL,"HEAD PROGRAM","inventoryitem",True
"1867","4916157","CONTROL LINKAGE",NULL,"ENGINE PROGRAM","inventoryitem",True
"1868","492-1584","GEAR ASSEMBLY; ACCESSORY DRIVE",NULL,"ENGINE PROGRAM","inventoryitem",True
"1869","4924464D","CORE CHARGE #3646329RX KTA19 CYL HEAD
**DO NOT USE THIS NUMBER**",NULL,"HEAD PROGRAM","inventoryitem",False
"187","1-04F-001-108-106","1-1/8X11 STUD","23.28","CONSUMABLE","inventoryitem",True
"1870","4932124","OIL COOLER GASKET 5.9L",NULL,"CONSUMABLE","inventoryitem",True
"1871","4955662","PISTON KIT CUMMINGS 855",NULL,"ENGINE PROGRAM","inventoryitem",True
"1872","499220","DIAPHRAGM, VALVE AIR GAS",NULL,"CONSUMABLE","inventoryitem",True
"1873","4A24-A","MAG ALT 5 3304 CAT","1906","ENGINE PROGRAM","inventoryitem",True
"1874","4A24-NG-KIT","mag upgrade kit",NULL,"ENGINE PROGRAM","inventoryitem",True
"1875","4A24A-R","MAGNETO ALT V REBUILT 3304 CAT",NULL,"ENGINE PROGRAM","inventoryitem",True
"1876","4A29-HA","MAGNETO ALTRONIC III  NEW",NULL,"ENGINE PROGRAM","inventoryitem",True
"1877","4A29H-A-R","MAGNETO ALT III REMAN","1601.1","ENGINE PROGRAM","inventoryitem",True
"1878","4A34-A","MAGNETO  7 PIN  REBUILT","1960.5","ENGINE PROGRAM","inventoryitem",True
"1879","4A34A-R","MAG REBUILT ALT 3",NULL,"ENGINE PROGRAM","inventoryitem",True
"188","1-08F-005-108","1-1/8NUT","6.5","CONSUMABLE","inventoryitem",True
"1880","4B-3388","CAPSCREW",NULL,"CONSUMABLE","inventoryitem",True
"1881","4B-3823","CAPSCREW",NULL,"CONSUMABLE","inventoryitem",True
"1882","4B-3938","FREEZE PLUG 3300 CAT   1 1/8 I","5.71","CONSUMABLE","inventoryitem",True
"1883","4B-4280","WASHER",NULL,"CONSUMABLE","inventoryitem",True
"1884","4B-4283","WASHER",NULL,"CONSUMABLE","inventoryitem",True
"1885","4B-4910","SPRING","17.96","CONSUMABLE","inventoryitem",True
"1886","4B-5387","FREEZE PLUG  3300 CAT   1 INCH","4.57","CONSUMABLE","inventoryitem",True
"1887","4C-4601","CAT 3500 SPARK PLUG SOCKET",NULL,"TOOLS","inventoryitem",True
"1888","4C-6593","3600 ADJUSTING TOOL",NULL,"TOOLS","inventoryitem",True
"1889","4C300","POWERBAND BELT",NULL,"CONSUMABLE","inventoryitem",True
