"status","unit_number","customer","location","county","state","engine","engine_family","engine_serial_num","afr","catalyst","catalyst_mm","oem_hp","nova_hp","engine_rpm","frame_rpm","compressor_frame","compressor_frame_family","compressor_frame_sn","stages","cylinder_size","package_mfg_date","engine_mfg_date","zero_hour_date","compressor_frame_rebuild","top_end","oil_provider","telemetry","coordinates","trailer_unit","unit_set_date","billing_start_date","billing_end_date","last_billing_date","on_off_contract","mtm_last_price_increase","salesperson","contract_type_tax","contract_type_oil","monthly_rate","recurring_discount","sales_tax","ad_valorem_heit","net_revenue","day_rate","origin","acq_eff_date","owned_leased","operational_region","finance_region","unit_profile_update_date","financial_sku","oem_hp_tranche","bd_comments","ops_comments","set_week","release_week"
"RENTED","N90173","TAP ROCK OPERATING LLC","APOLLO CTB C & D","EDDY","NM","CATERPILLAR - G3606VTC","G3606VTC","3XF00147",NULL,"NO",NULL,"1775",NULL,"1000","1000","ARIEL - JGC4","JGC4","F12997","3","14.125 X 12.5 X 14.125 X 7.875","2010-01-01 00:00:00","1998-01-29 00:00:00","2022-06-03 04:54:00",NULL,"2022-06-03 04:54:00","ATLAS","M-LINK","32.1993934, -103.5695271","NO","2022-03-03 00:00:00","2022-03-03 00:00:00","2023-03-03 00:00:00",NULL,"OFF","2023-08-01 00:00:00","ACCOUNT MANAGER TBD","RENTAL","WET","37647","0","0","0","37647","N","AD HOC ACQUISITION","2022-03-03 00:00:00","OWNED","CARLSBAD","PERMIAN",NULL,"G3606VTC-JGC4-3","1000+",NULL,NULL,NULL,NULL
"RENTED","N90128","BIRCH OPERATIONS INC","BRUTUS THE BUCKEYE","HOWARD","TX","CATERPILLAR - G3516TALE","G3516TALE","4EK01865",NULL,"NO",NULL,"1340",NULL,NULL,NULL,"GEMINI - D504","D504",NULL,"3",NULL,"2010-01-01 00:00:00","1998-03-17 00:00:00","2022-03-07 00:00:00",NULL,"2022-03-07 00:00:00","ATLAS","M-LINK",NULL,"NO","2022-03-07 00:00:00","2023-05-09 00:00:00","2024-05-08 00:00:00",NULL,"ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","24500","0","0","0","24500","N","AD HOC ACQUISITION","2022-03-07 00:00:00","OWNED","NORTH PERMIAN","PERMIAN",NULL,"G3516TALE-D504-3","1000+",NULL,NULL,NULL,NULL
"RENTED","N21019","PERMIAN RESOURCES OPERATING","ULURU 131","EDDY","NM","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06781",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F-63696","2","3.0 X 1.75","2022-02-10 00:00:00","2021-05-25 00:00:00","2022-03-12 00:00:00","2022-03-12 00:00:00","2022-03-12 00:00:00","ATLAS",NULL,NULL,"NO","2022-03-12 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-03-12 00:00:00","OWNED","CARLSBAD","PERMIAN","2021-08-23 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"IDLE ON LOCATION","RC0705",NULL,"ON LOCATION","CADDO","LA","CATERPILLAR - G379NA","G379NA","72b894","EPC-150","NO",NULL,"330",NULL,NULL,NULL,"ARIEL - JGR2","JGR2","F-4682","2","9.25 X 5.5","2012-05-09 00:00:00","2012-05-09 00:00:00","2012-05-09 00:00:00","2014-02-10 00:00:00","2019-02-02 00:00:00",NULL,NULL,NULL,"NO",NULL,"2010-05-11 00:00:00","2021-09-26 00:00:00","2021-09-26 00:00:00","OFF","REVIEW FOR INCREASE",NULL,NULL,"WET","0","0","0","0","0","N","MGC EQUIPMENT",NULL,"OWNED",NULL,NULL,NULL,"G379NA-JGR2-2","101-400","DATE OF DISCONNECT NOTICE 8/27/21",NULL,NULL,NULL
"RENTED","N214503","DIAMONDBACK ENERGY","BUCK TANK BATTERY","MARTIN","TX","SIEMENS - 5010Z","5010Z","Q2-M21-TG9082232-30-2",NULL,"NO",NULL,"450",NULL,"1790","1800","ARIEL - JGA4","JGA4","F64375","3","7.5 X 3.375 X 7.5 X 5.125","2022-02-08 00:00:00","2022-01-20 00:00:00","2022-03-10 00:00:00","2022-03-10 00:00:00","2022-03-10 00:00:00","ATLAS","M-LINK","32.3943731,-102.0255509","NO","2022-03-10 00:00:00","2022-03-10 00:00:00","2023-03-10 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","ACCOUNT MANAGER TBD","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-03-10 00:00:00","OWNED","NORTH PERMIAN","PERMIAN","2022-01-20 00:00:00","5010Z-JGA4-3","401-1000",NULL,NULL,NULL,NULL
"RENTED","N214504","CONOCOPHILLIPS CO","MV BENGE A8 2504 & A10 2515LH","MIDLAND","TX","SIEMENS - 5010Z","5010Z","Q2-M21-TG9082232-30-3",NULL,"NO",NULL,"450",NULL,"1790","1800","ARIEL - JGA4","JGA4","F64374","3","7.5 X 3.375 X 7.5 X 5.125","2022-02-19 00:00:00","2022-01-24 00:00:00","2022-03-21 00:00:00","2022-03-21 00:00:00","2022-03-21 00:00:00","ATLAS","M-LINK","31.7954996,-102.1111281","NO","2022-03-21 00:00:00","2022-03-23 00:00:00","2024-03-23 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","9500","0","0","0","9500","N","AD HOC ACQUISITION","2022-03-21 00:00:00","OWNED","NORTH PERMIAN","PERMIAN","2022-01-24 00:00:00","5010Z-JGA4-3","401-1000",NULL,NULL,NULL,NULL
"RENTED","N214505","CONOCOPHILLIPS CO","KATIE STATE 1110LH & 1108SH","MIDLAND","TX","SIEMENS - 5010Z","5010Z","Q2-M21-TG9082232-30-1",NULL,"NO",NULL,"450",NULL,"1790","1800","ARIEL - JGA4","JGA4","F64433","3","7.5 X 3.375 X 7.5 X 5.125","2022-02-19 00:00:00","2022-01-24 00:00:00","2022-03-21 00:00:00","2022-03-21 00:00:00","2022-03-21 00:00:00","ATLAS","M-LINK","31.9274066,-102.2699646","NO","2022-03-21 00:00:00","2022-04-20 00:00:00","2024-03-21 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","9500","0","0","0","9500","N","AD HOC ACQUISITION","2022-03-21 00:00:00","OWNED","NORTH PERMIAN","PERMIAN","2022-01-24 00:00:00","5010Z-JGA4-3","401-1000",NULL,NULL,NULL,NULL
"IDLE ON LOCATION","N21012","PERMIAN RESOURCES OPERATING","SHADRACH 68 UNIT 324","REEVES","TX","CATERPILLAR - G3306B-NA","G3306B-NA","R6S067874",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63563","2","3.0 X 1.75","2022-03-07 00:00:00","2021-05-01 00:00:00","2022-04-06 00:00:00","2022-04-06 00:00:00","2022-04-06 00:00:00","ATLAS",NULL,NULL,"NO","2022-04-06 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00","2023-12-06 00:00:00","OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","0","0","0","0","0","N","AD HOC ACQUISITION","2022-04-06 00:00:00","OWNED",NULL,NULL,NULL,"G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,"WEEK 49"
"RENTED","N13055","CONOCOPHILLIPS CO","VANESSA P1 UNIT #5202BC","MIDLAND","TX","TECO - WESTINGHOUSE - 449TY","449TY","RF.AC204009T1-3",NULL,"NO",NULL,"200",NULL,"1787","1800","GEMINI - H302","H302","HSR-006202","3","8.0 X 5.5 X 3.0","2022-03-27 00:00:00","2021-05-01 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","ATLAS","M-LINK","31.43544,-102.0341366","NO","2022-04-26 00:00:00","2022-04-26 00:00:00","2024-04-26 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","6000","0","0","0","6000","N","AD HOC ACQUISITION","2022-04-26 00:00:00","OWNED","SOUTH PERMIAN","PERMIAN","2022-04-27 00:00:00","449TY-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11073","CONOCOPHILLIPS CO","VANESSA P1 UNIT #5201BC","MIDLAND","TX","TECO - WESTINGHOUSE - 449TY","449TY","PF.E9202616003",NULL,"NO",NULL,"200",NULL,"1787","1800","GEMINI - H302","H302","HSR006120","3","7.5 X 5.125 X 3.375","2022-03-27 00:00:00","2022-01-11 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","ATLAS","M-LINK","31.4354134,-102.0304211","NO","2022-04-26 00:00:00","2022-04-26 00:00:00","2024-04-26 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","6000","0","0","0","6000","N","AD HOC ACQUISITION","2022-04-26 00:00:00","OWNED","SOUTH PERMIAN","PERMIAN","2022-04-27 00:00:00","449TY-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11048","CONOCOPHILLIPS CO","KAREN P1 UNIT #5118BC","MIDLAND","TX","TECO - WESTINGHOUSE - 449TY","449TY","RF-AC204010T1-11",NULL,"NO",NULL,"200",NULL,"1787","1800","GEMINI - H302","H302","HSR-005671","3","7.5 X 5.125 X 3.375","2022-03-27 00:00:00","2022-01-27 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","ATLAS","M-LINK","31.4352019,-102.0345178","NO","2022-04-26 00:00:00","2022-04-26 00:00:00","2024-04-26 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","6000","0","0","0","6000","N","AD HOC ACQUISITION","2022-04-26 00:00:00","OWNED","SOUTH PERMIAN","PERMIAN","2022-04-27 00:00:00","449TY-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11072","CONOCOPHILLIPS CO","KAREN UNIT #5121AH, #5121BH,  VANESSA 5232 UNIT #5232BH","MIDLAND","TX","TECO - WESTINGHOUSE - 449TY","449TY","RF.AC204010T.1-4",NULL,"NO",NULL,"200",NULL,"1787","1800","GEMINI - H302","H302","HSR006163","3","7.5 X 5.125 X 3.375","2022-03-27 00:00:00","2022-01-12 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","ATLAS","M-LINK","31.4371616,-102.034377","NO","2022-04-26 00:00:00","2022-04-26 00:00:00","2024-04-26 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","6000","0","0","0","6000","N","AD HOC ACQUISITION","2022-04-26 00:00:00","OWNED","SOUTH PERMIAN","PERMIAN","2022-04-27 00:00:00","449TY-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N11071","CONOCOPHILLIPS CO","KAREN UNIT #5121 AH, #5121BH, VANESSA 5232 UNIT #5232BH","MIDLAND","TX","TECO - WESTINGHOUSE - 449TY","449TY","RF.AC204010T.1-7",NULL,"NO",NULL,"200",NULL,"1787","1800","GEMINI - H302","H302","HSR006113","3","7.5 X 5.125 X 3.375","2022-03-27 00:00:00","2022-01-12 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","2022-04-26 00:00:00","ATLAS","M-LINK","31.4354221,-102.0303313","NO","2022-04-26 00:00:00","2022-04-26 00:00:00","2024-04-26 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","6000","0","0","0","6000","N","AD HOC ACQUISITION","2022-04-26 00:00:00","OWNED","SOUTH PERMIAN","PERMIAN","2022-04-27 00:00:00","449TY-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","N21027","RIO OIL AND GAS (OPCO) LLC","ALEXANDER STATE UNIT 58-2-24 8BS","REEVES","TX","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06789",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63752","2","3.0 X 1.75","2022-03-21 00:00:00","2021-06-17 00:00:00","2022-04-20 00:00:00","2022-04-20 00:00:00","2022-04-20 00:00:00","ATLAS","M-LINK","31.8377649,-104.0142834","NO","2022-04-20 00:00:00","2023-07-01 00:00:00","2024-06-30 00:00:00","2023-12-17 00:00:00","ON","ON CONTRACT","KEVIN CARTER","RENTAL","WET","8000","0","0","0","8000","N","AD HOC ACQUISITION","2022-04-20 00:00:00","OWNED","PECOS","PERMIAN","2022-04-18 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,"WEEK 51"
"RENTED","N21013","PERMIAN RESOURCES OPERATING","SHAMROCK FED STATE COM 122","EDDY","NM","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06776",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63601","2","3.0 X 1.75","2022-03-30 00:00:00","2021-05-18 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS","M-LINK","32.6648834,-104.1737944","NO","2022-04-29 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","CARLSBAD","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N21016","PERMIAN RESOURCES OPERATING","SHAMROCK FED STATE COM 131","EDDY","NM","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06772",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63600","2","3.0 X 1.75","2022-03-30 00:00:00","2021-05-01 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS",NULL,"32.622741,-104.154825","NO","2022-04-29 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","CARLSBAD","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N21020","PERMIAN RESOURCES OPERATING","BLACK HAWK","EDDY","NM","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06778",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63599","2","3.0 X 1.75","2022-03-31 00:00:00","2021-05-20 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS",NULL,"32.617195,-104.157220","NO","2022-04-30 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","CARLSBAD","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N21022","PERMIAN RESOURCES OPERATING","DAWSON SHAMROCK 133H BOOSTER","EDDY","NM","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06787",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63719","2","3.0 X 1.75","2022-03-31 00:00:00","2021-05-01 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS",NULL,"32.6178786, -104.1569983","NO","2022-04-30 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","CARLSBAD","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N21021","PERMIAN RESOURCES OPERATING","WINNEBAGO 604","EDDY","NM","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06786",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63754","2","3.0 X 1.75","2022-03-31 00:00:00","2021-05-01 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS",NULL,"32.202697,-103.214343","NO","2022-04-30 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","CARLSBAD","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N21023","PERMIAN RESOURCES OPERATING","DAWSON SHAMROCK 123H BOOSTER","EDDY","NM","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06782",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63885","2","3.0 X 1.75","2022-03-31 00:00:00","2021-05-25 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS","M-LINK","32.6178721, -104.1571161","NO","2022-04-30 00:00:00","2023-02-01 00:00:00","2023-08-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","CARLSBAD","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N21030","PETRO-HUNT PERMIAN","DUBLIN 28WB","REEVES","TX","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06788",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63676","2","3.0 X 1.75","2022-03-31 00:00:00","2021-06-01 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS","M-LINK","31.6271931,-104.0347376","NO","2022-04-30 00:00:00","2022-05-17 00:00:00","2023-05-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","7500","0","0","0","7500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","PECOS","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N21029","PETRO-HUNT PERMIAN","SMITHER 12-13 5H","REEVES","TX","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06790",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63717","2","3.0 X 1.75","2022-03-31 00:00:00","2021-06-18 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","2022-04-29 00:00:00","ATLAS","M-LINK","31.6133626,-104.0059471","NO","2022-04-30 00:00:00","2022-05-17 00:00:00","2023-05-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","7500","0","0","0","7500","N","AD HOC ACQUISITION","2022-04-29 00:00:00","OWNED","PECOS","PERMIAN","2022-04-22 00:00:00","G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,NULL
"RENTED","N214506","DIAMONDBACK ENERGY","POWELL CTB","MARTIN","TX","SIEMENS - 5010Z","5010Z","Q2-M21-TG9082232-30-6",NULL,"NO",NULL,"450",NULL,"1790","1800","ARIEL - JGA4","JGA4","F64432","3","7.5 X 3.375 X 7.5 X 5.125","2022-04-17 00:00:00","2022-01-24 00:00:00","2022-05-17 00:00:00","2022-05-17 00:00:00","2022-05-17 00:00:00","ATLAS","M-LINK","32.476747,-101.6810378","NO","2022-05-17 00:00:00","2022-05-18 00:00:00","2024-05-17 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","8500","0","0","0","8500","N","AD HOC ACQUISITION","2022-05-17 00:00:00","OWNED","NORTH PERMIAN","PERMIAN",NULL,"5010Z-JGA4-3","401-1000",NULL,NULL,NULL,NULL
"RENTED","N21024","RIO OIL AND GAS (OPCO) LLC","ALEXANDER STATE UNIT 58-2-24 9BS","REEVES","TX","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06785",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63886","2","3.0 X 1.75","2022-04-22 00:00:00","2021-05-27 00:00:00","2022-05-22 00:00:00","2022-05-22 00:00:00","2022-05-22 00:00:00","ATLAS","M-LINK","31.8377481,-104.014336","NO","2022-05-22 00:00:00","2022-05-22 00:00:00","2023-05-22 00:00:00","2023-12-17 00:00:00","OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","7800","0","0","0","7800","N","AD HOC ACQUISITION","2022-05-22 00:00:00","OWNED","PECOS","PERMIAN",NULL,"G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,"WEEK 51"
"RENTED","N21025","RIO OIL AND GAS (OPCO) LLC","ALEXANDER STATE UNIT 58-2-24 10BS","REEVES","TX","CATERPILLAR - G3306B-NA","G3306B-NA","R6S06783",NULL,"NO",NULL,"145",NULL,"1800","1800","ARIEL - JGQ2-2HP","JGQ2-2HP","F63718","2","3.0 X 1.75","2022-04-22 00:00:00","2021-05-26 00:00:00","2022-05-22 00:00:00","2022-05-22 00:00:00","2022-05-22 00:00:00","ATLAS","M-LINK","31.8372738,-104.0233543","NO","2022-10-06 00:00:00","2022-10-06 00:00:00","2023-04-05 00:00:00","2023-12-17 00:00:00","OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","7800","0","0","0","7800","N","AD HOC ACQUISITION","2022-05-22 00:00:00","OWNED","PECOS","PERMIAN",NULL,"G3306B-NA-JGQ2-2HP-2","101-400",NULL,NULL,NULL,"WEEK 51"
"RENTED","N300854","SYDRI OPERATING LLC","ROBERT BEALL","RUSK","TX","CATERPILLAR - G3304NA","G3304NA","37403149",NULL,"NO",NULL,"95",NULL,"1800","1800","ARIEL - JGQ2","JGQ2","F8874","3","6.50 X 4.75 X 2.75","1997-01-01 00:00:00","1997-03-01 00:00:00","2020-01-01 00:00:00",NULL,"2020-01-01 00:00:00","ATLAS",NULL,"32.329363, -94.5476120","NO","2022-07-01 00:00:00","2023-09-01 00:00:00","2024-08-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2750","0","0","0","2750","N","AD HOC ACQUISITION","2022-05-27 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3304NA-JGQ2-3","0-100",NULL,NULL,NULL,NULL
"RENTED","N214507","CONOCOPHILLIPS CO","MABEE 240A X3 4407LH","MIDLAND","TX","SIEMENS - 5010Z","5010Z","Q2-M21-TG9082232-30-8",NULL,"NO",NULL,"450",NULL,"1790","1800","ARIEL - JGA4","JGA4","F64435","3","7.5 X 3.375 X 7.5 X 5.125","2022-03-08 00:00:00","2022-02-04 00:00:00","2022-04-07 00:00:00","2022-04-07 00:00:00","2022-04-07 00:00:00","ATLAS","M-LINK","32.1870544,-102.2631475","NO","2022-04-07 00:00:00","2022-04-07 00:00:00","2024-04-07 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","9500","0","0","0","9500","N","AD HOC ACQUISITION","2022-04-07 00:00:00","OWNED","NORTH PERMIAN","PERMIAN","2022-06-01 00:00:00","5010Z-JGA4-3","401-1000",NULL,NULL,NULL,NULL
"RENTED","N22501","MEWBOURNE OIL COMPANY","RED HILLS WEST UNIT #027H","LEA","NM","CATERPILLAR - G3508J","G3508J","N8W00238",NULL,"NO",NULL,"690",NULL,"1400","1800","ARIEL - JGJ4","JGJ4","F65139","3","11.5 X 4.625 X 11.5 X 8.0","2022-05-04 00:00:00","2021-04-05 00:00:00","2022-06-03 00:00:00","2022-06-03 00:00:00","2022-06-03 00:00:00","ATLAS","M-LINK","32.0520809, -103.67616","NO","2022-06-03 00:00:00","2022-06-06 00:00:00","2023-06-06 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","15000","0","0","0","15000","N","AD HOC ACQUISITION","2022-06-03 00:00:00","OWNED","CARLSBAD","PERMIAN","2022-06-01 00:00:00","G3508J-JGJ4-3","401-1000",NULL,NULL,NULL,NULL
"RENTED","N214508","CONOCOPHILLIPS CO","MABEE 4808","MIDLAND","TX","SIEMENS - 5010Z","5010Z","Q2-M21-TG9082232-30-10",NULL,"NO",NULL,"450",NULL,"1790","1800","ARIEL - JGA4","JGA4","F64462","3","7.5 X 5.125 X 3.375","2022-05-14 00:00:00","2022-02-10 00:00:00","2022-06-13 00:00:00","2022-06-13 00:00:00","2022-06-13 00:00:00","ATLAS","M-LINK","32.1856166,-102.2632253","NO","2022-06-13 00:00:00","2022-06-13 00:00:00","2024-06-12 00:00:00",NULL,"ON","ON CONTRACT","ACCOUNT MANAGER TBD","RENTAL","WET","9500","0","0","0","9500","N","AD HOC ACQUISITION","2022-06-13 00:00:00","OWNED","NORTH PERMIAN","PERMIAN","2022-06-13 00:00:00","5010Z-JGA4-3","401-1000",NULL,NULL,NULL,NULL
"RENTED","N90184","ENCRESCENT LLC","RIVER HILL CP","PANOLA","TX","CATERPILLAR - G3516TALE","G3516TALE","WPW02545",NULL,"NO",NULL,"1340",NULL,NULL,NULL,"ARIEL - JGT4","JGT4",NULL,"3","15.75 X 15.75 X 11.0 X 6.375","2010-01-01 00:00:00",NULL,"2019-12-02 08:15:00",NULL,"2019-12-02 08:15:00",NULL,NULL,"32.13520,-94.12423","NO","2023-05-23 00:00:00","2023-06-05 00:00:00","2025-12-04 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","22000","0","0","0","22000","N","AD HOC ACQUISITION","2022-04-25 00:00:00","OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3516TALE-JGT4-3","1000+","ACQUIRED FROM PALU DURO APRIL 2022
Monthly Rental Rate:  $21,000.00 1st 6 months, $22,000.00 next 12 months, $23,000.00 last 12 months",NULL,"WEEK 21",NULL
"RENTED","N90185","CONTANGO RESOURCES LLC","BULLSEYE #3","PECOS","TX","CATERPILLAR - G3516TALE","G3516TALE","WPW02267",NULL,"NO",NULL,"1340",NULL,NULL,NULL,"ARIEL - JGT4","JGT4",NULL,"3","15.75 X 15.75 X 9.75 X 6.0","2010-01-01 00:00:00","2008-06-06 00:00:00","2023-04-18 22:03:00",NULL,"2023-04-18 22:03:00","ATLAS","M-LINK","31.01068,-103.2493195","NO","2022-10-26 00:00:00","2022-11-07 00:00:00","2023-11-06 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","KEVIN CARTER","RENTAL","WET","20000","0","0","0","20000","N","AD HOC ACQUISITION","2022-04-25 00:00:00","OWNED","PECOS","PERMIAN",NULL,"G3516TALE-JGT4-3","1000+","ACQUIRED FROM PALU DURO APRIL 2022",NULL,NULL,NULL
